type,entry_time,exittime,Entryvalue,exitvalue,entry,lot_size,pips,PnL,Equity,exit_type,SP,dd,per_dd,ContractName,BasketID,commision,MarginRequired,Duration
PE,2020-01-09 13:27:00,2020-01-10 10:28:00,147.0,97.65,Short,1,49.349999999999994,680.2499999999999,500045.75,Adj,31800,-393.75,0.07885006072706265,BANKNIFTY3170016JAN20PE,2,60,2205.0,0 days 21:01:00
PE,2020-01-09 13:27:00,2020-01-10 10:28:00,49.35,27.65,Long,1,-21.700000000000003,-385.50000000000006,499660.25,Adj,UP,-333.75,0.06674389293379655,BANKNIFTY3100016JAN20PE,2,60,740.25,0 days 21:01:00
CE,2020-01-09 10:00:00,2020-01-10 14:07:00,86.5,123.1,Short,1,-36.599999999999994,-608.9999999999999,499051.25,Adj,31800,-2238.0,0.44790435100650894,BANKNIFTY3240016JAN20CE,2,60,1297.5,1 days 04:07:00
CE,2020-01-09 10:00:00,2020-01-10 14:07:00,32.0,44.4,Long,1,12.399999999999999,125.99999999999997,499177.25,Adj,UP,166.50000000000003,0.033363306874794926,BANKNIFTY3280016JAN20CE,2,60,480.0,1 days 04:07:00
BANKNIFTY3210016JAN20CE,2020-01-10 14:07:00,2020-01-16 09:15:00,245.0,25.0,Short,1,220.0,3240.0,502417.25,BAExit,31800,-2243.25,0.4493894703734996,BANKNIFTY3210016JAN20CE,2,60,3675.0,5 days 19:08:00
BANKNIFTY3200016JAN20PE,2020-01-10 10:28:00,2020-01-16 09:15:00,184.45,155.7,Short,1,28.75,371.25,502788.5,BAExit,31800,-2243.25,0.44649143714711226,BANKNIFTY3200016JAN20PE,2,60,2766.75,5 days 22:47:00
BANKNIFTY3260016JAN20CE,2020-01-10 14:07:00,2020-01-16 09:15:00,81.55,1.5,Long,1,-80.05,-1260.75,501527.75,BAExit,31800,-1203.75,0.23941478375102054,BANKNIFTY3260016JAN20CE,2,60,1223.25,5 days 19:08:00
BANKNIFTY3140016JAN20PE,2020-01-10 10:28:00,2020-01-16 09:15:00,57.25,2.7,Long,1,-54.55,-878.25,500649.5,BAExit,31800,-826.5,0.16479646440301657,BANKNIFTY3140016JAN20PE,2,60,858.75,5 days 22:47:00
CE,2020-01-16 10:00:00,2020-01-16 11:00:00,114.5,73.0,Short,1,41.5,562.5,501212.0,Adj,31900,-37.5,0.007490270139089322,BANKNIFTY3240023JAN20CE,3,60,1717.5,0 days 01:00:00
CE,2020-01-16 10:00:00,2020-01-16 11:00:00,40.05,23.95,Long,1,-16.099999999999998,-301.5,500910.5,Adj,UP,-248.99999999999997,0.04967957670606449,BANKNIFTY3280023JAN20CE,3,60,600.75,0 days 01:00:00
PE,2020-01-16 10:00:00,2020-01-16 13:58:00,33.5,26.95,Long,1,-6.550000000000001,-158.25,500752.25,Adj,UP,-101.25,0.020213191777772675,BANKNIFTY3090023JAN20PE,3,60,502.5,0 days 03:58:00
PE,2020-01-16 10:00:00,2020-01-16 13:58:00,90.95,76.65,Short,1,14.299999999999997,154.49999999999994,500906.75,Adj,31900,-1275.75,0.25476670349459235,BANKNIFTY3140023JAN20PE,3,60,1364.25,0 days 03:58:00
CE,2020-01-16 11:00:00,2020-01-17 09:15:00,126.3,64.35,Short,1,61.95,869.25,501776.0,Adj,31900,-720.75,0.14388905719477726,BANKNIFTY3220023JAN20CE,3,60,1894.5,0 days 22:15:00
CE,2020-01-16 11:00:00,2020-01-17 09:15:00,43.35,25.4,Long,1,-17.950000000000003,-329.25000000000006,501446.75,Adj,UP,-347.25000000000006,0.06920418672873953,BANKNIFTY3260023JAN20CE,3,60,650.25,0 days 22:15:00
BANKNIFTY3170023JAN20CE,2020-01-17 09:15:00,2020-01-20 14:24:00,230.0,71.0,Short,1,159.0,2325.0,503771.75,SL,31900,-5716.5,1.140001405931936,BANKNIFTY3170023JAN20CE,3,60,3450.0,3 days 05:09:00
BANKNIFTY3160023JAN20PE,2020-01-16 13:58:00,2020-01-20 14:24:00,126.85,505.4,Short,1,-378.54999999999995,-5738.249999999999,498033.5,SL,31900,-5716.5,1.1347400881450775,BANKNIFTY3160023JAN20PE,3,60,1902.75,4 days 00:26:00
BANKNIFTY3220023JAN20CE,2020-01-17 09:15:00,2020-01-20 14:24:00,70.05,19.45,Long,1,-50.599999999999994,-818.9999999999999,497214.5,SL,31900,-762.7499999999999,0.1531523481854132,BANKNIFTY3220023JAN20CE,3,60,1050.75,3 days 05:09:00
BANKNIFTY3110023JAN20PE,2020-01-16 13:58:00,2020-01-20 14:24:00,43.05,193.55,Long,1,150.5,2197.5,499412.0,SL,31900,-165.0,0.033184872927076746,BANKNIFTY3110023JAN20PE,3,60,645.75,4 days 00:26:00
PE,2020-01-23 10:00:00,2020-01-23 13:00:00,94.85,61.35,Short,1,33.49999999999999,442.4999999999999,499854.5,Adj,30900,-411.75000000000006,0.08244695762216368,BANKNIFTY30300JAN20PE,4,60,1422.75,0 days 03:00:00
PE,2020-01-23 10:00:00,2020-01-23 13:00:00,35.35,24.15,Long,1,-11.200000000000003,-228.00000000000006,499626.5,Adj,UP,-200.25000000000003,0.04006165794246126,BANKNIFTY29800JAN20PE,4,60,530.25,0 days 03:00:00
PE,2020-01-23 13:00:00,2020-01-24 10:11:00,113.75,71.85,Short,1,41.900000000000006,568.5000000000001,500195.0,Adj,30900,-632.9999999999998,0.1266946408967498,BANKNIFTY30600JAN20PE,4,60,1706.25,0 days 21:11:00
PE,2020-01-23 13:00:00,2020-01-24 10:11:00,36.55,19.55,Long,1,-16.999999999999996,-314.99999999999994,499880.0,Adj,UP,-258.74999999999994,0.05172982536810643,BANKNIFTY30000JAN20PE,4,60,548.25,0 days 21:11:00
PE,2020-01-24 10:11:00,2020-01-24 10:42:00,39.75,30.8,Long,1,-8.95,-194.25,499685.75,Adj,UP,-135.0,0.02700648155557334,BANKNIFTY30300JAN20PE,4,60,596.25,0 days 00:31:00
PE,2020-01-24 10:11:00,2020-01-24 10:42:00,123.05,87.25,Short,1,35.8,477.0,500162.75,Adj,30900,-5.250000000000128,0.0010506603400237304,BANKNIFTY30800JAN20PE,4,60,1845.75,0 days 00:31:00
CE,2020-01-23 10:00:00,2020-01-27 09:15:00,91.0,84.0,Short,1,7.0,45.0,500207.75,Adj,30900,-1742.25,0.3483366164313516,BANKNIFTY31500JAN20CE,4,60,1365.0,3 days 23:15:00
CE,2020-01-23 10:00:00,2020-01-27 09:15:00,34.7,19.45,Long,1,-15.250000000000004,-288.75000000000006,499919.0,Adj,UP,-309.75000000000006,0.061924270465621545,BANKNIFTY32000JAN20CE,4,60,520.5,3 days 23:15:00
BANKNIFTY31200JAN20CE,2020-01-27 09:15:00,2020-01-30 10:00:00,199.95,3.35,Short,1,196.6,2889.0,502808.0,Exp,30900,-4722.0,0.9445530175888494,BANKNIFTY31200JAN20CE,4,60,2999.25,3 days 00:45:00
BANKNIFTY31100JAN20PE,2020-01-24 10:42:00,2020-01-30 10:00:00,171.2,383.65,Short,1,-212.45,-3246.75,499561.25,Exp,30900,-4722.0,0.9391258691190275,BANKNIFTY31100JAN20PE,4,60,2568.0,5 days 23:18:00
BANKNIFTY31600JAN20CE,2020-01-27 09:15:00,2020-01-30 10:00:00,94.0,0.65,Long,1,-93.35,-1460.25,498101.0,Exp,30900,-1401.0,0.28044609144524324,BANKNIFTY31600JAN20CE,4,60,1410.0,3 days 00:45:00
BANKNIFTY30600JAN20PE,2020-01-24 10:42:00,2020-01-30 10:00:00,61.95,42.8,Long,1,-19.150000000000006,-347.2500000000001,497753.75,Exp,30900,-657.75,0.13205153171746292,BANKNIFTY30600JAN20PE,4,60,929.25,5 days 23:18:00
CE,2020-01-30 10:00:00,2020-02-01 13:18:00,94.0,63.15,Short,1,30.85,402.75,498156.5,Adj,30700,-974.2499999999998,0.1957293139428884,BANKNIFTY3200006FEB20CE,5,60,1410.0,2 days 03:18:00
CE,2020-01-30 10:00:00,2020-02-01 13:18:00,30.0,24.65,Long,1,-5.350000000000001,-140.25000000000003,498016.25,Adj,UP,-99.00000000000003,0.01987327275665379,BANKNIFTY3270006FEB20CE,5,60,450.0,2 days 03:18:00
CE,2020-02-01 13:18:00,2020-02-01 13:27:00,118.7,60.05,Short,1,58.650000000000006,819.7500000000001,498836.0,Adj,30700,-6.750000000000043,0.0013553774600728477,BANKNIFTY3160006FEB20CE,5,60,1780.5,0 days 00:09:00
CE,2020-02-01 13:18:00,2020-02-01 13:27:00,40.8,18.6,Long,1,-22.199999999999996,-392.99999999999994,498443.0,Adj,UP,-332.99999999999994,0.06675540658653344,BANKNIFTY3240006FEB20CE,5,60,612.0,0 days 00:09:00
CE,2020-02-01 13:27:00,2020-02-01 13:43:00,52.05,25.8,Long,1,-26.249999999999996,-453.74999999999994,497989.25,Adj,UP,-434.24999999999994,0.08712129571485605,BANKNIFTY3190006FEB20CE,5,60,780.75,0 days 00:16:00
CE,2020-02-01 13:27:00,2020-02-01 13:43:00,158.9,90.6,Short,1,68.30000000000001,964.5000000000002,498953.75,Adj,30700,-8.249999999999744,0.0016566622673079277,BANKNIFTY3110006FEB20CE,5,60,2383.5,0 days 00:16:00
PE,2020-01-30 10:00:00,2020-02-01 14:05:00,43.3,39.5,Long,1,-3.799999999999997,-116.99999999999996,498836.75,Adj,UP,-82.5,0.01653459864767025,BANKNIFTY2900006FEB20PE,5,60,649.5,2 days 04:05:00
PE,2020-01-30 10:00:00,2020-02-01 14:05:00,107.1,113.7,Short,1,-6.6000000000000085,-159.0000000000001,498677.75,Adj,30700,-2517.75,0.5047242409465622,BANKNIFTY2960006FEB20PE,5,60,1606.5,2 days 04:05:00
CE,2020-02-01 13:43:00,2020-02-01 14:41:00,194.4,134.35,Short,1,60.05000000000001,840.7500000000002,499518.5,Adj,30700,-750.7499999999998,0.15054812451528063,BANKNIFTY3070006FEB20CE,5,60,2916.0,0 days 00:58:00
CE,2020-02-01 13:43:00,2020-02-01 14:41:00,65.6,38.3,Long,1,-27.299999999999997,-469.49999999999994,499049.0,Adj,UP,-432.7499999999999,0.08663342799115546,BANKNIFTY3140006FEB20CE,5,60,983.9999999999999,0 days 00:58:00
CE,2020-02-01 14:41:00,2020-02-01 15:00:00,231.7,153.05,Short,1,78.64999999999998,1119.7499999999995,500168.75,Adj,30700,-43.500000000000085,0.008716578933130832,BANKNIFTY3040006FEB20CE,5,60,3475.5,0 days 00:19:00
CE,2020-02-01 14:41:00,2020-02-01 15:00:00,83.6,54.75,Long,1,-28.849999999999994,-492.7499999999999,499676.0,Adj,UP,-440.2499999999999,0.0880202931510615,BANKNIFTY3100006FEB20CE,5,60,1254.0,0 days 00:19:00
BANKNIFTY3000006FEB20CE,2020-02-01 15:00:00,2020-02-04 11:17:00,322.3,726.45,Short,1,-404.15000000000003,-6122.250000000001,493553.75,SL,30700,-4215.75,0.8436967154716255,BANKNIFTY3000006FEB20CE,5,60,4834.5,2 days 20:17:00
BANKNIFTY2990006FEB20PE,2020-02-01 14:05:00,2020-02-04 11:17:00,210.95,21.65,Short,1,189.29999999999998,2779.4999999999995,496333.25,SL,30700,-4215.75,0.8541622872888719,BANKNIFTY2990006FEB20PE,5,60,3164.25,2 days 21:12:00
BANKNIFTY3070006FEB20CE,2020-02-01 15:00:00,2020-02-04 11:17:00,101.8,195.0,Long,1,93.2,1338.0,497671.25,SL,30700,-1136.25,0.22892884971941735,BANKNIFTY3070006FEB20CE,5,60,1527.0,2 days 20:17:00
BANKNIFTY2930006FEB20PE,2020-02-01 14:05:00,2020-02-04 11:17:00,75.0,8.05,Long,1,-66.95,-1064.25,496607.0,SL,30700,-1025.25,0.20600948919593004,BANKNIFTY2930006FEB20PE,5,60,1125.0,2 days 21:12:00
PE,2020-02-06 10:00:00,2020-02-06 11:56:00,102.15,73.7,Short,1,28.450000000000003,366.75000000000006,496973.75,Adj,31100,-503.9999999999999,0.10148870233403877,BANKNIFTY3050013FEB20PE,6,60,1532.25,0 days 01:56:00
PE,2020-02-06 10:00:00,2020-02-06 11:56:00,34.9,28.0,Long,1,-6.899999999999999,-163.49999999999997,496810.25,Adj,UP,-114.74999999999997,0.023089750716209854,BANKNIFTY3000013FEB20PE,6,60,523.5,0 days 01:56:00
PE,2020-02-06 11:56:00,2020-02-06 12:41:00,115.65,87.15,Short,1,28.5,367.5,497177.75,Adj,31100,-110.24999999999991,0.02219157112801113,BANKNIFTY3070013FEB20PE,6,60,1734.75,0 days 00:45:00
PE,2020-02-06 11:56:00,2020-02-06 12:41:00,40.2,33.65,Long,1,-6.550000000000004,-158.25000000000006,497019.5,Adj,UP,-122.25000000000009,0.024588791433244966,BANKNIFTY3020013FEB20PE,6,60,603.0,0 days 00:45:00
PE,2020-02-06 12:41:00,2020-02-06 13:21:00,49.8,39.65,Long,1,-10.149999999999999,-212.24999999999997,496807.25,Adj,UP,-174.74999999999997,0.03515958629389792,BANKNIFTY3040013FEB20PE,6,60,747.0,0 days 00:40:00
PE,2020-02-06 12:41:00,2020-02-06 13:21:00,136.0,102.15,Short,1,33.849999999999994,447.7499999999999,497255.0,Adj,31100,-38.25000000000017,0.00769916300537083,BANKNIFTY3090013FEB20PE,6,60,2040.0,0 days 00:40:00
CE,2020-02-06 10:00:00,2020-02-07 09:15:00,112.35,117.35,Short,1,-5.0,-135.0,497120.0,Adj,31100,-1689.75,0.3398155875757911,BANKNIFTY3160013FEB20CE,6,60,1685.25,0 days 23:15:00
CE,2020-02-06 10:00:00,2020-02-07 09:15:00,44.5,42.7,Long,1,-1.7999999999999972,-86.99999999999996,497033.0,Adj,UP,-116.25,0.023384695848084967,BANKNIFTY3200013FEB20CE,6,60,667.5,0 days 23:15:00
CE,2020-02-07 09:15:00,2020-02-10 09:22:00,284.95,116.45,Short,1,168.5,2467.5,499500.5,Adj,31100,-0.7500000000001705,0.00015089541338304913,BANKNIFTY3130013FEB20CE,6,60,4274.25,3 days 00:07:00
CE,2020-02-07 09:15:00,2020-02-10 09:22:00,83.05,22.45,Long,1,-60.599999999999994,-968.9999999999999,498531.5,Adj,UP,-930.75,0.18633614981366384,BANKNIFTY3180013FEB20CE,6,60,1245.75,3 days 00:07:00
BANKNIFTY3110013FEB20CE,2020-02-10 09:22:00,2020-02-13 10:00:00,211.4,210.25,Short,1,1.1500000000000057,-42.749999999999915,498488.75,Exp,31100,-1983.7499999999995,0.39791868718426004,BANKNIFTY3110013FEB20CE,6,60,3171.0,3 days 00:38:00
BANKNIFTY3110013FEB20PE,2020-02-06 13:21:00,2020-02-13 10:00:00,156.65,15.75,Short,1,140.9,2053.5,500542.25,Exp,31100,-1983.7499999999995,0.3979528123754046,BANKNIFTY3110013FEB20PE,6,60,2349.75,6 days 20:39:00
BANKNIFTY3150013FEB20CE,2020-02-10 09:22:00,2020-02-13 10:00:00,72.0,15.2,Long,1,-56.8,-912.0,499630.25,Exp,31100,-864.0,0.17261280141686342,BANKNIFTY3150013FEB20CE,6,60,1080.0,3 days 00:38:00
BANKNIFTY3050013FEB20PE,2020-02-06 13:21:00,2020-02-13 10:00:00,47.2,0.7,Long,1,-46.5,-757.5,498872.75,Exp,31100,-703.5000000000001,0.14080412465017883,BANKNIFTY3050013FEB20PE,6,60,708.0,6 days 20:39:00
PE,2020-02-13 10:00:00,2020-02-14 09:20:00,85.8,54.05,Short,1,31.75,416.25,499289.0,Adj,31300,-491.99999999999994,0.09862234407471643,BANKNIFTY3080020FEB20PE,7,60,1287.0,0 days 23:20:00
PE,2020-02-13 10:00:00,2020-02-14 09:20:00,28.0,14.25,Long,1,-13.75,-266.25,499022.75,Adj,UP,-211.5,0.042360236255955974,BANKNIFTY3030020FEB20PE,7,60,420.0,0 days 23:20:00
CE,2020-02-13 10:00:00,2020-02-14 10:50:00,33.75,18.4,Long,1,-15.350000000000001,-290.25,498732.5,Adj,UP,-248.25,0.04974723096291702,BANKNIFTY3210020FEB20CE,7,60,506.25,1 days 00:50:00
CE,2020-02-13 10:00:00,2020-02-14 10:50:00,108.45,70.05,Short,1,38.400000000000006,516.0000000000001,499248.5,Adj,31300,-258.75,0.051881519652318624,BANKNIFTY3170020FEB20CE,7,60,1626.75,1 days 00:50:00
CE,2020-02-14 10:50:00,2020-02-14 10:52:00,124.95,97.05,Short,1,27.900000000000006,358.5000000000001,499607.0,Adj,31300,-15.0,0.003004515787228204,BANKNIFTY3150020FEB20CE,7,60,1874.25,0 days 00:02:00
CE,2020-02-14 10:50:00,2020-02-14 10:52:00,36.7,30.95,Long,1,-5.7500000000000036,-146.25000000000006,499460.75,Adj,UP,-156.00000000000003,0.03122454249039746,BANKNIFTY3190020FEB20CE,7,60,550.5,0 days 00:02:00
CE,2020-02-14 10:52:00,2020-02-14 10:55:00,172.2,92.15,Short,1,80.04999999999998,1140.7499999999998,500601.5,Adj,31300,0.0,0.0,BANKNIFTY3130020FEB20CE,7,60,2583.0,0 days 00:03:00
CE,2020-02-14 10:52:00,2020-02-14 10:55:00,58.15,35.3,Long,1,-22.85,-402.75,500198.75,Adj,UP,-572.25,0.1143124820840529,BANKNIFTY3170020FEB20CE,7,60,872.25,0 days 00:03:00
BANKNIFTY3090020FEB20CE,2020-02-14 10:55:00,2020-02-18 09:30:00,337.25,58.75,Short,1,278.5,4117.5,504316.25,SL,31300,-6959.25,1.391296959458615,BANKNIFTY3090020FEB20CE,7,60,5058.75,3 days 22:35:00
BANKNIFTY3100020FEB20PE,2020-02-14 09:20:00,2020-02-18 09:30:00,98.05,560.15,Short,1,-462.09999999999997,-6991.499999999999,497324.75,SL,31300,-6959.25,1.3799376879091245,BANKNIFTY3100020FEB20PE,7,60,1470.75,4 days 00:10:00
BANKNIFTY3130020FEB20CE,2020-02-14 10:55:00,2020-02-18 09:30:00,142.2,19.75,Long,1,-122.44999999999999,-1896.7499999999998,495428.0,SL,31300,-1838.2499999999998,0.3696276929712426,BANKNIFTY3130020FEB20CE,7,60,2133.0,3 days 22:35:00
BANKNIFTY3060020FEB20PE,2020-02-14 09:20:00,2020-02-18 09:30:00,33.65,256.2,Long,1,222.54999999999998,3278.2499999999995,498706.25,SL,31300,620.25,0.12519478107817889,BANKNIFTY3060020FEB20PE,7,60,504.75,4 days 00:10:00
PE,2020-02-20 10:00:00,2020-02-20 11:13:00,102.05,64.1,Short,1,37.95,509.25,499215.5,Adj,30900,-151.5000000000001,0.030378604639504744,BANKNIFTY30400FEB20PE,8,60,1530.75,0 days 01:13:00
PE,2020-02-20 10:00:00,2020-02-20 11:13:00,28.8,19.8,Long,1,-9.0,-195.0,499020.5,Adj,UP,-140.25000000000003,0.028094079610909525,BANKNIFTY29800FEB20PE,8,60,432.0,0 days 01:13:00
CE,2020-02-20 10:00:00,2020-02-24 09:15:00,35.7,9.85,Long,1,-25.85,-447.75,498572.75,Adj,UP,-445.50000000000006,0.08927488950854726,BANKNIFTY31700FEB20CE,8,60,535.5,3 days 23:15:00
CE,2020-02-20 10:00:00,2020-02-24 09:15:00,95.65,23.0,Short,1,72.65,1029.75,499602.5,Adj,30900,-875.2499999999999,0.17555111064533707,BANKNIFTY31300FEB20CE,8,60,1434.75,3 days 23:15:00
BANKNIFTY30500FEB20CE,2020-02-24 09:15:00,2020-02-27 10:00:00,400.0,4.05,Short,1,395.95,5879.25,505481.75,Exp,30900,-6815.25,1.364134486917099,BANKNIFTY30500FEB20CE,8,60,6000.0,3 days 00:45:00
BANKNIFTY30600FEB20PE,2020-02-20 11:13:00,2020-02-27 10:00:00,102.6,552.8,Short,1,-450.19999999999993,-6812.999999999999,498668.75,Exp,30900,-6815.25,1.3482682609213883,BANKNIFTY30600FEB20PE,8,60,1539.0,6 days 22:47:00
BANKNIFTY30900FEB20CE,2020-02-24 09:15:00,2020-02-27 10:00:00,133.05,1.15,Long,1,-131.9,-2038.5,496630.25,Exp,30900,-1979.2500000000002,0.39690676425984184,BANKNIFTY30900FEB20CE,8,60,1995.7500000000002,3 days 00:45:00
BANKNIFTY30000FEB20PE,2020-02-20 11:13:00,2020-02-27 10:00:00,31.0,80.1,Long,1,49.099999999999994,676.4999999999999,497306.75,Exp,30900,-90.0,0.018122134122921428,BANKNIFTY30000FEB20PE,8,60,465.0,6 days 22:47:00
PE,2020-02-27 10:00:00,2020-02-27 15:02:00,99.95,52.15,Short,1,47.800000000000004,657.0000000000001,497963.75,Adj,30000,-525.75,0.1057194578597616,BANKNIFTY2910005MAR20PE,9,60,1499.25,0 days 05:02:00
PE,2020-02-27 10:00:00,2020-02-27 15:02:00,39.7,22.35,Long,1,-17.35,-320.25,497643.5,Adj,UP,-294.0,0.05904044220086302,BANKNIFTY2850005MAR20PE,9,60,595.5,0 days 05:02:00
CE,2020-02-27 10:00:00,2020-02-28 09:17:00,104.0,24.3,Short,1,79.7,1135.5,498779.0,Adj,30000,-77.25000000000009,0.015523160656172558,BANKNIFTY3080005MAR20CE,9,60,1560.0,0 days 23:17:00
CE,2020-02-27 10:00:00,2020-02-28 09:17:00,34.7,12.3,Long,1,-22.400000000000002,-396.00000000000006,498383.0,Adj,UP,-351.00000000000006,0.0703718480529453,BANKNIFTY3130005MAR20CE,9,60,520.5,0 days 23:17:00
CE,2020-02-28 09:17:00,2020-02-28 09:56:00,302.0,196.0,Short,1,106.0,1530.0,499913.0,Adj,30000,-297.75000000000034,0.0597432095396513,BANKNIFTY2980005MAR20CE,9,60,4530.0,0 days 00:39:00
CE,2020-02-28 09:17:00,2020-02-28 09:56:00,95.95,79.4,Long,1,-16.549999999999997,-308.24999999999994,499604.75,Adj,UP,-281.25,0.05625978920332138,BANKNIFTY3030005MAR20CE,9,60,1439.25,0 days 00:39:00
BANKNIFTY2870005MAR20PE,2020-02-27 15:02:00,2020-02-28 12:17:00,29.0,252.2,Long,1,223.2,3288.0,502892.75,SL,30000,1569.75,0.31419837381450033,BANKNIFTY2870005MAR20PE,9,60,435.0,0 days 21:15:00
BANKNIFTY3020005MAR20CE,2020-02-28 09:56:00,2020-02-28 12:17:00,106.15,90.25,Long,1,-15.900000000000006,-298.5000000000001,502594.25,SL,30000,-305.2500000000001,0.060698826936757405,BANKNIFTY3020005MAR20CE,9,60,1592.25,0 days 02:21:00
BANKNIFTY2940005MAR20PE,2020-02-27 15:02:00,2020-02-28 12:17:00,89.45,543.9,Short,1,-454.45,-6876.75,495717.5,SL,30000,-7267.500000000001,1.4459974422707782,BANKNIFTY2940005MAR20PE,9,60,1341.75,0 days 21:15:00
BANKNIFTY2950005MAR20CE,2020-02-28 09:56:00,2020-02-28 12:17:00,333.45,283.95,Short,1,49.5,682.5,496400.0,SL,30000,-7267.500000000001,1.4660567762889147,BANKNIFTY2950005MAR20CE,9,60,5001.75,0 days 02:21:00
PE,2020-03-05 10:00:00,2020-03-05 10:46:00,118.75,70.0,Short,1,48.75,671.25,497071.25,Adj,28600,-71.99999999999996,0.014504431909750194,BANKNIFTY2740012MAR20PE,10,60,1781.25,0 days 00:46:00
PE,2020-03-05 10:00:00,2020-03-05 10:46:00,37.5,21.65,Long,1,-15.850000000000001,-297.75,496773.5,Adj,UP,-237.75000000000003,0.04783016519261575,BANKNIFTY2650012MAR20PE,10,60,562.5,0 days 00:46:00
PE,2020-03-05 10:46:00,2020-03-05 11:30:00,120.0,100.55,Short,1,19.450000000000003,231.75000000000006,497005.25,Adj,28600,-174.75000000000009,0.03517699716269086,BANKNIFTY2780012MAR20PE,10,60,1800.0,0 days 00:44:00
PE,2020-03-05 10:46:00,2020-03-05 11:30:00,43.0,32.55,Long,1,-10.450000000000003,-216.75000000000006,496788.5,Adj,UP,-336.75,0.06775582350488249,BANKNIFTY2670012MAR20PE,10,60,645.0,0 days 00:44:00
CE,2020-03-05 10:00:00,2020-03-05 13:50:00,97.95,106.85,Short,1,-8.899999999999991,-193.4999999999999,496595.0,Adj,28600,-1586.2499999999998,0.31930086948470016,BANKNIFTY2960012MAR20CE,10,60,1469.25,0 days 03:50:00
CE,2020-03-05 10:00:00,2020-03-05 13:50:00,34.2,33.25,Long,1,-0.9500000000000028,-74.25000000000004,496520.75,Adj,UP,-18.75,0.00377571260282524,BANKNIFTY3020012MAR20CE,10,60,513.0,0 days 03:50:00
